Person,Text,Predicted Category,Predicted Quality,Predicted Sentiment,Predicted Thank Customer,Predicted Introduce Self,Predicted Ask Reason,Predicted Ask Accurate Details,Predicted Ask Permission,Predicted Resolve Issue,Predicted Offer Assistance,Predicted Thank Again,Predicted Farewell
C,I really apologise for what I said earlier.,Problem Investigation,Positive,0.75,2,0,0,0,0,0,0,0,0
A,"It's okay, I understand I would feel the same way if I am in your situation.",Problem Investigation,Positive,0.73,2,0,0,0,0,0,0,0,0
A,Thank you for your patience by the way.,Problem Investigation,Positive,0.82,2,0,0,0,0,0,0,0,0
A,Anything else that I can help?,Problem Investigation,Positive,0.77,2,0,0,1,0,0,0,0,0
C,No No No you're doing great.,Problem Investigation,Positive,0.79,2,0,0,0,0,0,0,0,0
C,Everything is fine right now.,Problem Investigation,Positive,0.54,2,0,0,0,0,0,0,0,0
A,That's good to hear.,Problem Investigation,Positive,0.75,2,0,0,0,0,0,0,0,0
A,I'm glad to help you.,Closure,Positive,0.78,2,0,0,0,0,0,0,0,0
A,"For other concerns, feel free to visit our help pages.",Closure,Positive,0.81,2,0,0,0,0,0,0,0,0
A,Thank you for calling JP  International.,Closure,Positive,0.8,3,1,0,0,0,0,0,0,0
A,Have a nice day.,Closure,Positive,0.82,3,0,0,0,0,0,0,0,0
C,You as well.,Closure,Positive,0.76,3,0,0,0,0,0,0,0,0
C,Thank you so much.,Closure,Positive,0.67,3,0,0,0,0,0,0,0,0
C,Goodbye.,Closure,Positive,0.72,3,0,0,0,0,0,0,0,0
A,Goodbye.,Closure,Positive,0.72,3,0,0,0,0,0,0,0,0
A,Hi.,Greetings,Neutral,0.39,0,0,0,0,0,0,0,0,0
A,Thank you for calling home supplies.,Closure,Positive,0.78,2,0,0,0,0,0,0,0,0
A,This is Candice.,Greetings,Positive,0.82,0,0,1,0,0,0,0,0,0
A,How may I help you?,Greetings,Positive,0.78,2,0,0,1,0,0,0,0,0
C,Order number 123456.,Account Verification,Positive,0.67,1,0,0,0,0,0,0,0,0
C,Full name Amber Hill.,Account Verification,Positive,0.69,1,0,0,0,0,0,0,0,0
A,Thank You.,Problem Investigation,Positive,0.59,2,0,0,0,0,0,0,0,0
A,Give me one moment please so I can pull up your account.,Problem Investigation,Neutral,0.65,2,0,0,0,0,0,0,0,0
A,"Okay, I got your order here and it was for a convection oven for 129.",Problem Investigation,Positive,0.72,2,0,0,0,0,0,0,0,0
A,Is this correct?,Problem Investigation,Neutral,0.65,2,0,0,0,0,0,0,0,0
C,"Yes, correct.",Problem Investigation,Positive,0.58,2,0,0,0,0,0,0,0,0
C,Except that you guys sent me a cutting board,Problem Investigation,Negative,0.51,2,0,0,0,0,0,0,0,0
A,Oh I am so sorry.,Problem Investigation,Positive,0.73,2,0,0,0,0,0,0,0,0
A,That was.,Problem Investigation,Neutral,0.66,2,0,0,0,0,0,0,0,0
C,No no no no no no. ,Problem Investigation,Neutral,0.4,3,0,0,0,0,0,0,0,0
C,Let me finish.,Problem Investigation,Neutral,0.43,2,0,0,0,0,0,0,0,0
C,"Don't give me your story for this inconvenience bullshit, because this is not an inconvenience Candice.",Problem Investigation,Neutral,0.6,2,0,0,0,0,0,0,0,0
C,This is a disaster.,Problem Investigation,Negative,0.29,2,0,0,0,0,0,0,0,0
C,I am upset.,Problem Investigation,Negative,0.21,2,0,0,0,0,0,0,0,0
C,I waited one long week.,Problem Investigation,Negative,0.41,2,0,0,0,0,0,0,0,0
C,One long week and you guys sent me a cutting board.,Problem Investigation,Negative,0.43,2,0,0,0,0,0,0,0,0
C,"I mean, how would you even explain that Candice?",Problem Investigation,Neutral,0.44,2,0,0,0,0,0,0,0,0
C,How could you even explain that someone from your shipping department could mistake a piece of cutting board for an oven?,Problem Investigation,Neutral,0.36,2,0,0,0,0,0,1,0,0
C,That's what i'd like to know because I can see how it's my son's birthday this Thursday and I need that oven to bake his cake.,Problem Investigation,Neutral,0.46,2,0,0,0,0,0,0,0,0
C,It is now Monday and I have no oven but hey I guess that's okay right because I have a fucking cutting board.,Problem Investigation,Neutral,0.6,2,0,0,0,0,0,0,0,0
A,"Amber, I truly understand how frustrating this is for you.",Problem Investigation,Positive,0.77,2,0,0,0,0,0,0,0,0
A,"I truly do, I do.",Problem Investigation,Neutral,0.47,3,0,0,0,0,0,0,0,0
A,I know that our shipping department tries to their best to keep the orders as accurate as possible but on very rare occasions this kind of mistake happens from time to time.,Problem Investigation,Neutral,0.4,2,0,0,0,0,0,0,0,0
A,And I am so sorry that this happened to you.,Problem Investigation,Positive,0.6,2,0,0,0,0,0,0,0,0
A,"Of course, this is not an excuse and a mistake is a mistake.",Problem Investigation,Neutral,0.39,2,0,0,0,0,0,0,0,0
A,"And right now, what I can do is to help you resolve this issue.",Problem Investigation,Positive,0.54,2,0,0,0,0,0,0,0,0
C,"Well, they shouldn't have done that to me.",Problem Investigation,Negative,0.25,2,0,0,0,0,0,0,0,0
C,It's for my son's birthday and a cutting board for an oven?,Problem Investigation,Neutral,0.57,2,0,0,0,0,0,0,0,0
C,"I mean, I mean I can understand if you sent me an oven with the wrong model number but a cutting board?",Problem Investigation,Neutral,0.37,2,0,0,0,0,0,1,0,0
C,"Seriously, I don't know about you but this smells like a practical joke to me.",Problem Investigation,Positive,0.58,2,0,0,0,0,0,0,0,0
A,I assure you amber what happened was an honest mistake.,Problem Investigation,Positive,0.51,2,0,0,0,0,0,0,0,0
A,We would never do that to our customers on purpose.,Problem Investigation,Neutral,0.3,2,0,0,0,0,0,0,0,0
A,"Of course, you really should have received precisely what you ordered and we failed on that and for that I am truly sorry.",Problem Investigation,Positive,0.68,2,0,0,0,0,0,0,0,0
A,The best thing that i can do for you now is to make sure that this gets resolved as soon as possible.,Problem Investigation,Positive,0.68,2,0,0,0,0,0,0,0,0
C,"Well. I don't really have a choice, do I?",Problem Investigation,Neutral,0.31,2,0,0,0,0,0,0,0,0
C,So get on with it.,Problem Investigation,Negative,0.5,2,0,0,0,0,0,0,0,0
A,"Okay so if i heard you right, your son's birthday is this coming Thursday right?",Problem Investigation,Neutral,0.63,2,0,0,0,0,0,0,0,0
C,"Yes, that's right.",Problem Investigation,Positive,0.69,2,0,0,0,0,0,0,0,0
A,Alright here's what I'm gonna do.,Problem Investigation,Neutral,0.48,2,0,0,0,0,0,0,0,0
A,"Because you received the wrong item, I will request to have the correct item sent out to you within 24 business hours.",Problem Investigation,Neutral,0.45,2,0,0,0,0,0,0,0,0
A,"So if we send it to you today, you should receive the oven before your son's birthday on Thursday.",Problem Investigation,Positive,0.71,2,0,0,0,0,0,0,0,0
A,All I need from you to make that happen is the photo of the wrong item you received along with a photo of the barcode.,Problem Investigation,Positive,0.58,2,0,0,0,0,0,0,0,0
A,Is it possible that you could send to me while we're on the line so I could already process the reshipment for you?,Problem Investigation,Neutral,0.65,2,0,0,0,0,0,1,0,0
C,I can send you the photo but um let me ask you this.,Problem Investigation,Neutral,0.68,2,0,0,0,0,0,0,0,0
C,What guarantee do I have that your company is not gonna mess up again?,Problem Investigation,Neutral,0.28,2,0,0,0,0,0,0,0,0
C,Because my purpose really for calling you guys is to just get a refund.,Problem Investigation,Negative,0.38,2,0,0,0,0,0,0,0,0
C,I really just want to order from amazon because they have a one-day shipping.,Problem Investigation,Negative,0.41,2,0,0,0,0,0,0,0,0
C,"Uh no offence Candice, but because of what you sent to me, I'm just not confident enough with your company anymore.",Problem Investigation,Positive,0.67,2,0,0,0,0,0,0,0,0
A,Good point Amber and I understand your doubt.,Problem Investigation,Positive,0.79,2,0,0,0,0,0,0,0,0
A,"But, when we encounter this kind of issue where a customer receives a damaged item or as in your case a wrong item, we always make sure to handle the matter with extra care so there will be no second mistake.",Problem Investigation,Neutral,0.54,2,0,0,0,0,0,0,0,0
A,No chance for a second mistake happening.,Problem Investigation,Neutral,0.49,2,0,0,0,0,0,0,0,0
A,"So, that is why aside from the 24 hour shipping, we will also do a thorough recheck of the reshipment.",Problem Investigation,Positive,0.6,2,0,0,0,0,0,0,0,0
A,"So, I can definitely assure you that it's going to be the correct item this time.",Problem Investigation,Positive,0.52,2,0,0,0,0,0,0,0,0
C,Well okay.,Problem Investigation,Neutral,0.6,2,0,0,0,0,0,0,0,0
C,I guess I'm just gonna have to give you another shot.,Problem Investigation,Negative,0.57,2,0,0,0,0,0,0,0,0
C,So where do I send the photos to?,Problem Investigation,Neutral,0.6,2,0,0,0,0,0,0,0,0
A,You can send it to support@homesupplies.com.,Problem Investigation,Positive,0.78,2,0,0,0,0,0,0,0,0
C,"Okay hold on, let me go get my phone because I already took a photo of the cutting board yesterday so I should have it on my phone right here.",Problem Investigation,Neutral,0.75,2,0,0,0,0,0,0,0,0
C,Hold on.,Problem Investigation,Neutral,0.45,2,0,0,0,0,0,0,0,0
C,"Okay, uh so that's support@homesupplies.com.",Problem Investigation,Positive,0.78,2,0,0,0,0,0,0,0,0
C,Okay sent.,Problem Investigation,Positive,0.52,2,0,0,0,0,0,0,0,0
C,Can you see it?,Problem Investigation,Neutral,0.46,2,0,0,0,0,0,1,0,0
A,"Okay, let me check.",Problem Investigation,Neutral,0.53,2,0,0,0,0,0,0,0,0
A,"Okay yes, I got it.",Problem Investigation,Positive,0.68,2,0,0,0,0,0,0,0,0
A,"Um, by the way Amber, do you also have the photo of the barcode of the cutting board?",Problem Investigation,Positive,0.84,2,0,0,0,0,0,0,0,0
C,Is that really necessary?,Problem Investigation,Neutral,0.5,2,0,0,0,0,0,0,0,0
C,I'm not lying.,Problem Investigation,Negative,0.53,2,0,0,0,0,0,0,0,0
A,"Yes Amber, I would need it to have your reshipment approved as soon as possible.",Problem Investigation,Positive,0.71,2,0,0,0,0,0,0,0,0
A,"After that, we will ship the oven to you immediately and you should receive it within 24 hours.",Problem Investigation,Positive,0.63,2,0,0,0,0,0,1,0,0
C,Okay let me go upstairs and take a photo.,Problem Investigation,Positive,0.83,2,0,0,0,0,0,0,0,0
C,Can you hold?,Problem Investigation,Neutral,0.57,2,0,0,0,0,0,0,0,0
A,"Sure, take your time.",Problem Investigation,Positive,0.74,2,0,0,0,0,0,0,0,0
C,"Hello, are you there?",Problem Investigation,Neutral,0.46,0,0,0,0,0,0,0,0,0
C,"Yes Amber, I'm here.",Problem Investigation,Positive,0.66,2,0,0,0,0,0,0,0,0
C,I've sent it,Problem Investigation,Positive,0.48,2,0,0,0,0,0,0,0,0
C,Did you get it? ,Problem Investigation,Neutral,0.57,2,0,0,0,0,0,0,0,0
A,Yes i got it.,Problem Investigation,Positive,0.67,2,0,0,0,0,0,0,0,0
A,"Um so now, I will forward the photos to the reshipment team and you should receive the oven tomorrow.",Problem Investigation,Positive,0.78,2,0,0,0,0,0,0,0,0
A,"About the cutting board you received, you don't have to return it.",Problem Investigation,Neutral,0.41,2,0,0,0,0,0,0,0,0
A,Um just feel free to keep it keep it or give it away.,Problem Investigation,Neutral,0.8,2,0,0,0,0,0,0,0,0
C,"Oh good, I totally forgot to ask you about that.",Problem Investigation,Positive,0.82,2,0,0,0,0,0,0,0,0
C,So thank you Candice.,Problem Investigation,Positive,0.83,1,0,0,0,0,0,0,0,0
C,I really don't want to drive to the post just to return that.,Problem Investigation,Negative,0.3,2,0,0,0,0,0,0,0,0
C,"So alright, um I guess it's all good then.",Problem Investigation,Positive,0.77,2,0,0,0,0,0,0,0,0
C,All settled.,Problem Investigation,Positive,0.54,2,0,0,0,0,0,0,0,0
A,"Yeah, yes all you have to do now is to wait for the replacement to arrive tomorrow.",Problem Investigation,Neutral,0.76,2,0,0,0,0,0,0,0,0
A,And we will take care of everything and again we are so sorry for this mistake.,Problem Investigation,Positive,0.71,2,0,0,0,0,0,0,0,0
C,"Well. As long as the oven arrives tomorrow, I am happy.",Problem Investigation,Positive,0.46,2,0,0,0,0,0,0,0,0
C,Thank you Candice.,Problem Investigation,Positive,0.83,1,0,0,0,0,0,0,0,0
C,You've been very patient.,Problem Investigation,Positive,0.61,3,0,0,0,0,0,0,0,0
A,You're most welcome Amber.,Closure,Positive,0.8,3,0,0,0,0,0,0,0,0
A,Is there anything else that I can help you with today?,Problem Investigation,Positive,0.78,2,0,0,1,0,0,0,0,0
C,No that's all.,Problem Investigation,Positive,0.71,3,0,0,0,0,0,0,0,0
C,You have a great day Candice.,Closure,Positive,0.84,3,0,0,0,0,0,0,0,0
A,"Bye, have a great day Amber.",Closure,Positive,0.86,3,0,0,0,0,0,0,0,0
A,Thank you for calling home supplies.,Closure,Positive,0.78,2,0,0,0,0,0,0,0,0
C,Bye.,Closure,Neutral,0.65,3,0,0,0,0,0,0,0,0
A,Hi.,Greetings,Neutral,0.39,0,0,0,0,0,0,0,0,0
A,Thank you for calling Power Up company.,Problem Investigation,Positive,0.79,2,0,0,0,0,0,0,0,0
A,This is Candice.,Greetings,Positive,0.82,0,0,1,0,0,0,0,0,0
A,How may I help you?,Greetings,Positive,0.78,2,0,0,1,0,0,0,0,0
C,Hi Candice.,Greetings,Positive,0.74,0,0,0,0,0,0,0,0,0
C,So I'm calling because you guys overcharged me.,Problem Investigation,Negative,0.36,2,0,0,0,0,0,0,0,0
C,"Um my subscription to you guys is supposed to be a flat rate 30 dollar per month but for some reason, I am seeing 33 on my paper bill for the month of July so I don't know what's going on.",Problem Investigation,Negative,0.46,2,0,0,0,0,0,0,0,0
C,I would really appreciate an explanation on this.,Problem Investigation,Positive,0.8,2,0,0,0,0,0,0,0,0
A,"Sure, I'll be happy to pull up your account now and check the billing details for you.",Problem Investigation,Positive,0.81,2,0,0,0,0,0,0,0,0
A,Can I have your account number together with your first and last name?,Account Verification,Positive,0.8,1,0,0,0,1,1,0,0,0
C,"Sure, it's 12345 and my full name is John Williams.",Problem Investigation,Positive,0.82,1,0,0,0,0,0,0,0,0
A,Thank you John.,Problem Investigation,Positive,0.82,1,0,0,0,0,0,0,0,0
A,Just give me a few seconds to pull up your account.,Problem Investigation,Neutral,0.42,2,0,0,0,0,0,0,0,0
A,"It was for the month of July this year, right?",Problem Investigation,Neutral,0.62,2,0,0,0,0,0,0,0,0
C,July 2020.,Problem Investigation,Positive,0.33,1,0,0,0,0,0,0,0,0
C,That's right.,Problem Investigation,Positive,0.59,2,0,0,0,0,0,0,0,0
A,Okay let me see that.,Problem Investigation,Positive,0.72,2,0,0,0,0,0,0,0,0
A,"Okay, I have your account pulled up now and I'm only seeing a 30 charge for the month of July this year.",Problem Investigation,Positive,0.51,2,0,0,0,0,0,0,0,0
A,Could you recheck your bill and review the amount?,Problem Investigation,Neutral,0.56,2,0,0,0,1,1,0,0,0
C,"No, that can't be right.",Problem Investigation,Neutral,0.56,2,0,0,0,0,0,0,0,0
C,I am literally holding my bill right now and it says July.,Problem Investigation,Neutral,0.39,2,0,0,0,0,0,0,0,0
C,And it says 33 dollars in big bold letters.,Problem Investigation,Neutral,0.53,2,0,0,0,0,0,0,0,0
C,"So, maybe the charge was moved to June or August.",Problem Investigation,Neutral,0.67,2,0,0,0,0,0,0,0,0
C,I don't know.,Problem Investigation,Neutral,0.46,2,0,0,0,0,0,0,0,0
C,All I know is that you're overcharging me and it's written on my paper bill.,Problem Investigation,Negative,0.28,2,0,0,0,0,0,0,0,0
A,Yes John.,Problem Investigation,Positive,0.73,2,0,0,0,0,0,0,0,0
A,"I also checked your other month's charges this year from January to July 2020 and all of these months, you were only charged 30.",Problem Investigation,Neutral,0.62,2,0,0,0,0,0,0,0,0
A,Let me just check further though your last year.,Problem Investigation,Positive,0.72,2,0,0,0,0,0,0,0,0
A,"Oh, although I am seeing a 33 dollar charge here but this was way back last year on July 2019.",Problem Investigation,Neutral,0.64,2,0,0,0,0,0,0,0,0
A,Would you mind checking the year of the billing paper you're holding right now?,Problem Investigation,Positive,0.69,2,0,0,0,1,0,0,0,0
C,"Oh, Oh my god Candice.",Problem Investigation,Neutral,0.7,2,0,0,0,0,0,0,0,0
C,I'm so so sorry to have wasted your time.,Problem Investigation,Positive,0.77,2,0,0,0,0,0,0,0,0
C,I really thought this was a recent bill.,Problem Investigation,Negative,0.43,2,0,0,0,0,0,0,0,0
A,"No, don't worry about it John.",Problem Investigation,Positive,0.75,2,0,0,0,0,0,0,0,0
A,You're fine.,Problem Investigation,Positive,0.51,2,0,0,0,0,0,0,0,0
C,This bill was literally on my table this morning.,Problem Investigation,Negative,0.4,2,0,0,0,0,0,0,0,0
C,I must have dropped it when I was throwing garbage this morning.,Problem Investigation,Negative,0.56,2,0,0,0,0,0,0,0,0
C,So embarrassing.,Problem Investigation,Negative,0.37,2,0,0,0,0,0,0,0,0
C,My bad.,Problem Investigation,Negative,0.38,2,0,0,0,0,0,0,0,0
A,"Oh no problem, It happens.",Problem Investigation,Neutral,0.63,2,0,0,0,0,0,0,0,0
A,I mean it happens to all of us you know.,Problem Investigation,Neutral,0.31,2,0,0,0,0,0,0,0,0
C,I know right.,Problem Investigation,Neutral,0.45,2,0,0,0,0,0,0,0,0
C,"Anyway Candice, I won't waste any more of your time and thank you so much for your patience.",Problem Investigation,Positive,0.77,2,0,0,0,0,0,0,0,0
A,You're welcome John.,Closure,Positive,0.82,3,0,0,0,0,0,0,0,0
A,Is there anything else that I can help you with today?,Problem Investigation,Positive,0.78,2,0,0,1,0,0,0,0,0
C,Maybe no.,Problem Investigation,Neutral,0.54,2,0,0,0,0,0,0,0,0
C,I won't waste any more of your time.,Problem Investigation,Neutral,0.48,2,0,0,0,0,0,0,0,0
C,That's all Candice.,Problem Investigation,Positive,0.71,2,0,0,0,0,0,0,0,0
C,Have a good one.,Problem Investigation,Positive,0.74,2,0,0,0,0,0,0,0,0
A,Have a good one John.,Problem Investigation,Positive,0.76,2,0,0,0,0,0,0,0,0
A,Thank you for calling Power Up.,Problem Investigation,Positive,0.77,2,0,0,0,0,0,0,0,0
A,Bye.,Closure,Neutral,0.65,3,0,0,0,0,0,0,0,0
C,Bye Candice.,Closure,Positive,0.83,3,0,0,0,0,0,0,0,0
A,Thank you for calling Coats and Gowns.,Closure,Positive,0.74,3,1,0,0,0,0,0,0,0
A,My name is Sam.,Greetings,Positive,0.76,0,0,1,0,0,0,0,0,0
A,How can I help you?,Greetings,Positive,0.78,0,0,0,1,0,0,0,0,0
C,Oh yes.,Problem Investigation,Neutral,0.62,2,0,0,0,0,0,0,0,0
C,"Um, I bought a coat from from you guys but I need to return it because it was the wrong size and my size is not available.",Problem Investigation,Negative,0.56,2,0,0,0,0,0,0,0,0
C,I haven't received any email from you and I wonder if my payment is gonna get refunded.,Problem Investigation,Neutral,0.38,2,0,0,0,0,0,0,0,0
C,It seems like it does not reflect on my account yet.,Problem Investigation,Neutral,0.27,2,0,0,0,0,0,0,0,0
A,I do apologize for the inconvenience but let me go ahead and check if there are some notes and order details.,Problem Investigation,Positive,0.85,2,0,0,0,0,0,0,0,0
A,May I ask for the original online order number?,Account Verification,Neutral,0.6,2,0,0,0,1,1,0,0,0
C,"Okay, let me see.",Problem Investigation,Neutral,0.62,2,0,0,0,0,0,0,0,0
C,"Alright, Please wait for a moment.",Problem Investigation,Neutral,0.68,2,0,0,0,0,0,0,0,0
C,"Okay, I believe it's 01714257893.",Account Verification,Positive,0.75,1,0,0,0,0,0,0,0,0
A,Thank you.,Problem Investigation,Positive,0.59,2,0,0,0,0,0,0,0,0
A,"Just to verify, that's 01714257893.",Problem Investigation,Positive,0.72,1,0,0,0,0,0,0,0,0
C,"Yes, that's right.",Problem Investigation,Positive,0.69,2,0,0,0,0,0,0,0,0
A,I do apologize but the one that you provided is actually not accepting towards our database.,Problem Investigation,Neutral,0.66,2,0,0,0,0,0,0,0,0
A,Do you actually have a number that starts with triple 0 7 or 7?,Problem Investigation,Neutral,0.74,2,0,0,0,0,0,1,0,0
A,"Or, can I ask for your first and last name so I can manually check it in our database?",Problem Investigation,Neutral,0.79,2,0,0,0,1,1,0,0,0
C,Yeah. I'm not sure about a triple 0 something.,Problem Investigation,Negative,0.69,2,0,0,0,0,0,0,0,0
C,"In a way, it's Adam Wilson.",Problem Investigation,Neutral,0.73,2,0,0,0,0,0,0,0,0
A,"Alright, thank you so much Wilson.",Problem Investigation,Positive,0.8,2,0,0,0,0,0,0,0,0
A,"This is spelled as W for whiskey, I for India, L for Lima, S for Sierra, O for Oscar, and N for November.",Problem Investigation,Positive,0.62,2,0,0,0,0,0,0,0,0
A,Is that correct Adam? ,Problem Investigation,Neutral,0.61,2,0,0,0,0,0,1,0,0
C,"Alright, thank you for that information.",Problem Investigation,Positive,0.81,2,0,0,0,0,0,0,0,0
A,"Okay, let me just quickly look into a portal and check any notes in your order.",Problem Investigation,Positive,0.8,2,0,0,0,0,0,0,0,0
A,Do you still have the return tracking from the courier company when you returned the item?,Problem Investigation,Neutral,0.65,2,0,0,0,0,0,1,0,0
C,Not sure.,Problem Investigation,Neutral,0.58,2,0,0,0,0,0,0,0,0
C,Is it the 74391?,Account Verification,Neutral,0.58,1,0,0,0,0,0,0,0,0
A,That's actually the return authorization from Coats and Gowns.,Problem Investigation,Neutral,0.33,2,0,0,0,0,0,0,0,0
A,"When you returned the item to the courier company for shipping, this should have provided you with the return tracking.",Problem Investigation,Positive,0.74,2,0,0,0,0,0,1,0,0
A,Do you still have that?,Problem Investigation,Neutral,0.7,2,0,0,0,0,0,0,0,0
A,It's actually printed in the upper right part of the receipt.,Problem Investigation,Neutral,0.63,2,0,0,0,0,0,0,0,0
C,"Okay, I probably have to take it up okay.",Problem Investigation,Neutral,0.65,2,0,0,0,0,0,0,0,0
C,I imagine I have it somewhere but it might take some time to look for that.,Problem Investigation,Neutral,0.66,2,0,0,0,0,0,0,0,0
A,"Oh, I see.",Problem Investigation,Neutral,0.58,2,0,0,0,0,0,0,0,0
A,"Anyway, I tried to search for your name and nothing is coming up.",Problem Investigation,Neutral,0.52,2,0,0,0,0,0,0,0,0
A,Can I ask for the order under your name originally?,Problem Investigation,Neutral,0.77,2,0,0,0,1,0,0,0,0
C,Yeah yes under my name.,Problem Investigation,Positive,0.71,2,0,0,0,0,0,0,0,0
C,So it's not under Andy or something.,Problem Investigation,Neutral,0.59,2,0,0,0,0,0,0,0,0
A,It's Adam.,Problem Investigation,Neutral,0.53,0,0,0,0,0,0,0,0,0
C,Yeah exactly.,Problem Investigation,Neutral,0.61,2,0,0,0,0,0,0,0,0
A,Thank you.,Problem Investigation,Positive,0.59,2,0,0,0,0,0,0,0,0
A,Now what's the phone number that you put into order before?,Problem Investigation,Neutral,0.63,2,0,0,0,0,0,0,0,0
C,Okay probably it's 4113450377.,Problem Investigation,Positive,0.81,1,0,0,0,0,0,0,0,0
