Person,Category,Quality,Text
C,,,"Noted, thank you for informing me."
A,Closure,Positive,"My pleasure, Is there anything I can do for you Ms. Hernani?"
C,,,"No, thank you."
C,,,That would be all.
A,Closure,Positive,Thank You Ms. Hernani for calling.
A,Closure,Positive,We'll see you in April.
A,Closure,Positive,Have a nice day.
A,Greetings,Positive,Thank you for calling Blue Cross of Blue Shield.
A,Greetings,Positive,This is joe speaking.
A,Greetings,Positive,How can I help you?
C,,,"Hi, my name is John Smith and I need to get a refill on my prescription."
A,Problem Investigation,Positive,"Alright John, are you a patient of ours?"
C,,,"Yes, I am."
A,Problem Investigation,Positive,"Great, who is your doctor? "
C,,,"I see it here on my record, Dr. Brenner."
A,Problem Investigation,Positive,"Okay, so, you'll need to have your pharmacy facts over a prescription refill request."
A,Problem Investigation,Positive,Do you have a pen to write our fax number down?
C,,,"Actually, I'm in the middle of something at the moment and can't really write down anything."
C,,,Would you be able to give me a call back?
A,Problem Resolution,Positive,"No problem, I'd be happy to take your info and schedule a return call. "
A,Problem Resolution,Positive,What's the best number to reach you out?
C,,,My number is 206-555-1234.
A,Problem Resolution,Positive,Got it and what would be the best time for you for a return call?
C,,,Any time after 2 pm.
A,Account Verification,Positive,Sounds good and can I get your date of birth?
C,,,It's December 25th 1955.
A,Account Verification,Positive,"Thanks, would you happen to know the prescription number?"
C,,,"One second, it's right here in my purse."
C,,,"Okay, it's 327-412-800-5646."
A,Account Verification,Positive,And the name of the pharmacy?
C,,,It'd be the Walgreens Over On Grand Pharmacy.
A,Account Verification,Positive,Okay and do you know their phone number?
C,,,It's right here on the bottle ready.
A,Engagement,Positive,"Oh perfect, go ahead please."
C,,,206-555-2083.
A,Problem Investigation,Positive,And what is the name of the medication you're looking to get refilled?
C,,,It's Ativan.
A,Engagement,Positive,"Okay John, let me just confirm your information."
A,Problem Resolution,Positive,"Last name is Smith, S M I T H."
A,Problem Resolution,Positive,"The callback number is 206-555-1234, is that correct?"
C,,,That's right. 
A,Problem Resolution,Positive,Okay the office will follow up and give you a call back today after 2pm.
A,Closure,Positive,Is there anything else I can help you with today?
C,,,"Nope, that would be all."
C,,,No problem at all.
A,Closure,Positive,Thanks for calling and have a great day.
C,,,You too.
A,Closure,Positive,Bye.
C,,,"Hello, can I speak to the customer support department?"
A,Greetings,Positive,"Yes, this is customer support."
A,Greetings,Positive,How may I help you?
C,,,"I got a laptop I ordered from you, but it's not working."
A,Engagement,Positive,"Oh, I am sorry to hear that."
A,Account Verification,Positive,Could you tell me your order number please?
C,,,"Hold on, I have it right here."
C,,,"Yes, its APK0504949."
A,Engagement,Positive,"Okay, just let me verify that this order number match with the product you placed."
A,Engagement,Positive,"Okay, thank you for waiting, Mr. Pandit."
A,Problem Investigation,Positive,"Now, could you tell me what the problem is?"
C,,,"Well, I connected it to the outlet but it's not turning on."
A,Problem Investigation,Positive,"Ok, sir, just to rule out this possibility, may I ask you if other devices are working properly in that outlet?"
C,,,"Yes, they are."
A,Problem Investigation,Positive,"Well, could you please remove the battery and the reconnect it one more time?"
A,Problem Investigation,Positive,And I appreciate if you can connect it into another outlet.
C,,,Are you deaf?
C,,,"For the ninth time, the outlet is not the problem."
A,Engagement,Positive,"Okay sir, I totally understand your situation and I would feel the same."
A,Engagement,Negative,"But, please. Calm down and stop yelling at me."
A,Engagement,Negative,"And let me tell you what I could do for you, ok?"
C,,,"Yeah yeah yeah, alright."
A,Problem Resolution,Positive,We usually send our products with an extra cable.
A,Problem Resolution,Positive,Could you take a look inside the box ad verify if we sent you another?
C,,,Another cable?
C,,,"Oh, but there was no other cable in the box."
A,NA,,"Ok, let me see."
A,Engagement,Positive,"Oh, sorry sir, my mistake."
A,Problem Resolution,Positive,"According to my system, the extra cable was not included."
C,,,Why haven't you guys included my extra cable?
A,Problem Resolution,Positive,"I am sorry sir, but this specific item was at a discount at the moment you purchased it."
A,Problem Resolution,Positive,"As a result, we didn't include an extra cable so that we could apply the best price on the device instead of charging you for stuffs you won't need."
C,,,"Okay, but its hell lot of trouble going downtown to get a silly cable. "
A,Problem Resolution,Positive,"If you want, you can order one from us."
A,Problem Resolution,Positive,We'll ship it within 24 hours.
C,,,"Nah, I don't need it from you guys."
C,,,Thanks anyway.
A,Engagement,Positive,Sorry to hear that sir.
A,Closure,Positive,I will discuss your feedback with my supervisor.
C,,,"Yeah yeah, alright."
C,,,Bye now.
A,Closure,Positive,"Have a nice day, sir."
A,Greetings,Positive,"Hello, Good Morning."
A,Greetings,Positive,Thank you for calling PLDC customer service.
A,Greetings,Positive,This is Christine speaking.
A,Greetings,Positive,How may I help you?
C,,,You just got off my internet connection and this is not the first time this happened.
C,,,How is that you're getting my money and you're cutting me off?
A,Engagement,Positive,I appreciate that you bring this to out attention sir And sorry for the inconvenience sir.
A,Problem Investigation,Positive,"I understand that it is very frustrating and to work out on your problem about the abrupt disconnection, is that right sir?"
C,,,"Yes,you just disconnected me."
C,,,That's what I said.
,,,"Okay sir, so I'll check our system to see what I can do."
A,Account Verification,Positive,"But first, give me your account number sir."
C,,,"Okay, my account number is 4451147619."
A,Account Verification,Positive,"Okay sir, I got it and for verification you will need your name and your birthday"
C,,,"I am Matthew Sobremonte and I am born on November 1, 1999."
C,,,"And, yes I am the account holder."
A,Problem Investigation,Positive,"Thank you, just a minute sir,  I'll just look at our data."
A,Problem Investigation,Positive,"According to our system's data, that you did pay your last bill, last February 5 which was 2 days ago in one of our affiliated payment centers."
A,Problem Investigation,Positive,"Unfortunately sir, when you pay through that affiliated center, it takes about three to five business days more to complete the payment processing so that means that the system conceded the payment as still pending and not completed yet."
A,Problem Investigation,Positive,"So, the connection has been cut off. But."
C,,,Are you kidding me?
C,,,I need it as soon as possible.
A,Engagement,Positive,I understand that your situation is very tough right now.
A,Problem Resolution,Positive,"Since you did pay for your connection, what I can do is to open a ticket or submit a report so that the other department can immediately complete your payment and reconnect your internet as soon as possible. "
A,Account Verification,Positive,"And to make it possible sir, I just need your payment ID."
C,,,Okay so my payment ID is 19216811.
C,,,Did you get it?
A,Engagement,Positive,"Yes sir, thank you."
A,Problem Resolution,Positive,I am now doing the report and will submit it as soon as I finish this.
A,Engagement,Positive,Please stay online for a minute Mr. Sobremonte.
C,,,"Okay I will, thank you."
A,Problem Resolution,Positive,"Hello sir, kindly expect to have your reconnection within 24 hours."
A,Problem Resolution,Positive,We will send you a text message informing that you have already paid and connected to the internet service to your phone number.
C,,,Thank God for that!
C,,,I am furious because I really need internet connection.
A,Engagement,Positive,"Again sir, I'm terribly sorry."
A,Closure,Positive,Is there anything else I can help you with sir?
C,,,I don't need anything else.
A,Closure,Positive,"If none, thanks for calling and don't hesitate to call again if ever you'll have a problem with your connection."
A,Closure,Positive,Have a great day sir.
C,,,Okay thank you.
A,Closure,Positive,Bye.
A,Greetings,Positive,hi thank you for calling. im hannah how may i help you?
C,NA,NA,good im calling because i receive a bill i just paid my internet bill 2 days ago and why my payment is not reflevted in the bill.
A,Engagement,Positive,sorry for the inconvenience ma'am let me help you instruct your account. 
A,Account Verification,Positive,may i have your account number?
C,NA,NA,534003448
A,Account Verification,Positive,thank you for verification process can i have your name and date of birth please?
C,NA,NA,Roxanne Roberts 1991 January 20.
A,Engagement,Positive,thank you so much for that information extent. 
A,Problem Investigation,Positive,and here in our system you did paid before which was 2 days ago but our affiliated beam in centers and you currently have a zero balance. however the bill you receive was granted a week ago before you made the payement that's why your latest payement has not been reflected. but you can simply disregard the amount indicate in the bill and continue enjoying our services.
C,NA,NA,okay thank you.
A,Engagement,Positive,you are very welcome roxanne and the delay in the village usually caused by a delay in our system so you can visit our website and login to your account and this bill is more updated and more convenient.
C,NA,NA,thank you yes i will do.
A,Closure,Positive,im glad to help you and will there be anything that i can assist you today?
C,NA,NA,i think thats it.
A,Closure,Positive,thank you so much for calling good by ma'am.
A,Greetings,Positive,thank you for calling ava's flower! this is jeline. how can i help you?
C,NA,NA,i like to order flower and i hope you have what im looking for
A,Engagement,Positive,absolutely! i'm positive that we have what you are looking for so let me take your order.
A,Problem Investigation,Positive,what products are you interested in ordering?
C,NA,NA,a dozen of white roses...
A,Problem Investigation,Positive,one dozen of white roses do you want long stems?
C,NA,NA,yes sure.
A,NA,NA,whould you like to add a pack of fran's chocolates?
C,NA,NA,that would be great! sure.
A,Problem Resolution,Positive,alright! so you order is: one dozen of white roses 40$ and a pack of fran's chocolate that's $9... a total of $49 free shipping and handling...
A,Engagement,Positive,are you good with these?
C,NA,NA,yep that's prefect.
A,Account Verification,Positive,awesome! let me have your first and last name 
C,NA,NA,amanda cole
A,Account Verification,Positive,thank you! may i have your home or office number area code first?
C,NA,NA,area code 601-409-6969
A,Problem Resolution,Positive,thank you. your order has been successfully processed for a total amount of $49 and it will be shippes within 24 hours.
A,Closure,Positive,is there anything else that i can further assist you with today?
C,NA,NA,that's everything thank you
A,Closure,good,your most welcome. again. thank you so much for calling ava's flower! have a great day.
A,Greetings,Positive,hi thank you for calling my name is anna how can i assist you today
C,NA,NA,yes i need some help. i have a problem with a phone that i bought in the t-mobile store. i have the ima here and the serial number and everything but what is the problem is i left t-mobile for another company and before i left i called in that they told me how to unblock the phone and lock the phone with this application. he gave me a code or something it worked it seemed to work prefectly but now im trying to use the phone in another country and they tell me it's locked blocked forever. so i paid for the phonr in cash. i need this phone to be unlocked and can you help me with that?
A,Engagement,Positive,ok definitely we can definitely go ahead and assisst you with that unlock today. 
A,Account Verification,Positive,can i have your mobile number please?
C,NA,NA,but im no longer with your company i can give you my phone number fine. the phone number was by the way this converstaion has been recorded my number is  544-447-406.
A,Account Verification,Positive,ok it's not coming up like that. can i have your last name please?
C,NA,NA,oliver
A,Problem Investigation,Positive,and what kind of phone is it because i see you have 2 accounts here i don't know which one it is
C,NA,NA,lg g4. i have the box here i can give you any information what ever you want
A,Problem Investigation,Positive,do you have the imei number for that?
C,NA,NA,yes i have the box here and the imei number is 358387-06-2581086
A,Problem Investigation,Positive,ok it says here that the phone is unlocked.
C,NA,NA,ok so if the phone is unlocked why doesn't work at all because it should. is possible that you send me and email or something that i can show the operator abroad that this phone is supposed to work
A,Engagement,Positive,there is no email that i can send you but here you said that it's unlocked and it has been unlocked same.
C,NA,NA,but how to prove to the operator in the other country?
A,Problem Resolution,Positive, so give me one moment to see if there is any paper i can provide you. can i have a call back number for you.
C,NA,NA,yes 954-447-408
A,Problem Resolution,Positive,ok give me one second. ok it takes up to 30 minutes to get the email.
C,NA,NA,ok i will wait for that thank you.
A,Closure,Positive,your welcome
A,Greetings,Positive,thank you for calling ABC customer care my name is harold. who do i have the pleasure of speaking with today?
C,NA,NA,my name is john doe
A,Engagement,Positive,can i call you by your first name?
C,NA,NA,NA
A,Problem Investigation,Positive,great! how can i help you today john?
C,NA,NA,yes! i received my bill on mail today and i noticed that my bill went up.
A,Problem Investigation,Positive,i hear you! i undrestand that the bill went up suddenly lets check that and see what really happend on your account.
A,Account Verification,Positive,may i please have your account number and password?
C,NA,NA,sure it's 912345678 and my password is 1122
A,Problem Resolution,Positive,thank you let me check your bill now i see your bill went up this month it's becasue of a late payment charge we received your payment on the 28th however your due date is every 15th of the month that's why there's a $10 difference from your last bill
C,NA,NA,that's good idea please do that
A,Problem Resolution,Positive,i'll be happy to assist you. alright! i have successfully enrolled your account in autopay moving forward you won't have any late paument charge.
C,NA,NA,that's great
A,Closure,Positive,is there else that i can help you with?
C,NA,NA,no you did great thank you
A,Closure,Positive,you are welcome john thank you for calling ABC customer care. goodbye
A,Greetings,bad,good morning may i help you?
C,NA,NA,yes i think so my name is sylvia hadley and i received your new wire walker internet service brochure in the mail and in the brochure you say that you'll have somebidy come out to the house and connect everything up for me and seeing that i really don't know about this stuff its sounds good to me so i'd like to sign up
A,Problem Investigation,Positive,we'd be happy to sign you up. let me see now that's the wire walker service right?
C,NA,NA,that's right. you know you people are really hard to get ahold of i have been trying to call you about this for the past 3 weeks and  i haven't been able to get through
A,Engagement,Positive,we've had others tell us the same thing we are in the process of adding some telephone lines now so it shouldn't be a problem in the future
A,Problem Resolution,Positive,now lets see your promotion you're referring to ended 2 weeks ago i can still sign you up and only at the regular rate which is about 10% more per month than the rate shown on the brochure will there be something at your house to make
C,NA,NA,now hold on are you telling me that i can't get the rate advertised on your brochure. what kind of business are you running 
A,Engagement,Positive,sorry ma'am but the offer has expired 
C,NA,NA,if i can't get your advertised rate and i don't think i want the service at all it's not my fault i couldn't get through
A,Problem Resolution,Positive,definitely you're right i'll go ahead and give you the service at the advertised rate.
C,NA,NA,thank you.
A,Closure,Positive,thanks for calling have a great day.
A,Greetings,Positive,thank you fpr calling AT&T about your wireless service my name is brittany davis and i can help you. who do have the pleasure to speaking with.
C,NA,NA,hi brittany this is mrs. clarl and i was calling a reference to my bill there's a $40 fee on it and i just wanted to know why exactly it's $40
A,Engagement,Positive,no problem i definitely undrestand it's concern regarding your bill and i'll definitely be more than happy to pull up your account  and we can take a look at that charge for you today. 
A,Account Verification,Positive,ok now so i can access the account menu verifies the last four digits of your social number
C,NA,NA,1234
A,Problem Resolution,Positive,wonderful and i'm pulling up your account now while i'm in the process of doing that can you go ahead and palce me on the speakerphone and log into your my AT&T app so that we can definitely go ahead and look at these charges together and you know reveal ok?
C,NA,NA,i undrestand
A,Problem Investigation,Positive,alright wonderful and just let me know what you have your AT&T app for
C,NA,NA,???
A,Problem Resolution,Positive,okay great now as you see the option that says view bill go ahead and click on download view full pdf app
C,NA,NA,right i did that
A,Account Verification,Positive,so i see on the line that ends in 24956 it has the $40 upgrate do you want it?
C,NA,NA,right that's the number i did upgrate
A,Engagement,Positive,ok so mrs.clarl i'm glad to have your pulled up pretty much to go ahead and explain the $40 upgrate fee AT&T does allow our customers to upgrate to the new two-year contract and it doesn't apply a one-tiem $40 upgrate fee on which it sells.
C,NA,NA,okay
A,Closure,Positive,and now i undrestand you do undrestand that fee but i just want to make sure that there was no additional questions or concerns regarding the account devise or any other agency mobility services that i could give to resolve for youn today
C,NA,NA,i don't have any additional question
A,Closure,Positive,well once again my name brittany davis and thank you for being a value i phone customer and you have great day
A,Greetings,Positive,thank you calling for limited and john is speaking
C,NA,NA,i bought a pair of pink shoes three days ago online but it seems like the delivery hasn't been delivered or yet
A,Engagement,Positive,i'm afraid to tell you ma'am but there was a serious conflict with a shippment of the goods yesterday due to the typhoon
C,NA,NA,gosh how am i supposed to get thoes it has to really conflict my schedule now because five days from now i'll be having my debut and the shoes which im getting wear will be the shoes that are in your company
A,Engagement,Positive,i apologize for the inconvenience ma'am i would probably feel the same way if i'm in your situation but i'm rest assured that all your concerns will be heard and not be taken for granted 
C,NA,NA,oh that's good to hear
A,Account Verification,Positive,for us to begin with may i have your account number please
C,NA,NA,sure that's 0123456789
A,Account Verification,Positive,just to confirm that's 0123456789
C,NA,NA,yes
A,Account Verification,Positive,now for verification purposes may i have your name and date of birth please
C,NA,NA,my name is cassandra and the account holder birth date is november 12 1995
A,Engagement,Positive,thank you for that information miss cassandra please bear with me we'll pull up your account in the system
C,NA,NA,ok
A,Problem Investigation,Positive,i can see here that you did a payment of 10000 bases last february 19th and that was three days ago were credit card and it seems like your problem needs a premission authorized by my supervisor will you be able to hold the call for a minute ma'am
C,NA,NA,oh yes
A,Engagement,Positive,thank you for patiently waiting i'm afraid to tell you ma'am but the delivery will not be delivered to you anymore
C,NA,NA,are you kidding me what should i do now
A,Problem Resolution,Positive,serious apology ma'am however there is a good news the company will refund your payment one of the company's policies to give a refund for the customers whose orders have not been deliverd or shipped 
C,NA,NA,it hurts but the only way to set me free is acceptance so how will it be protected
A,Problem Resolution,Positive,the process will proceed in your account 20 minute right after this conversation
C,NA,NA,thanks godness what a relief will there be a charge
A,Problem Resolution,Positive,no worries ma'am the second good news is there will be a 25% increase of the amount rendered meaning to say your amount will increase to a quarter
C,NA,NA,oh thank you so much 
A,Closure,Positive,will there be anything else i van assist you with
C,NA,NA,no you really helped me a lot
A,Closure,Positive,so thank you for calling finish limited enjoy your weekdays bye
A,Greetings,Positive,hello my name is angela and i will take care of you may i have your name please
C,NA,NA,yeah this is emanuel and i'm calling you because i am currently facing some issues with the new software i purchased from you every time i try to run the software it keeps showing a pop-up unknown error message
A,Problem Investigation,Positive,i understand you said you are getting an unkown error correct?
C,NA,NA,exactly every time i try to run it the system crashes and now it's popping up a new error message.
A,Problem Investigation,Positive,what kind of error
C,NA,NA,how the hell am i suppose to know im not a specialist it says 04 error something i don't know perhaps a data error
A,Problem Resolution,Positive,data error this is a sophisticated program and a data error can be tricky for anyone im going to connect you to a specialist this issue for  you i'll stay with you until you are connected does that work for you
C,NA,NA,ok i hope the specialist can help me out
A,Closure,Positive,ok great thanks for calling us good bye
A,Greetings,Positive,thank you for calling hiponary tech support this is john how could i help today?
C,NA,NA,yeah i'm calling because my hipronary router is not working you know i booted it up and it reset back to factory setting then i don't know how to get it back to work
A,Engagement,Positive,uh ok sir as a technician i could definitely help you out with that right away
A,Account Verification,Positive,but before we move on may i have your full name and your eight digit subscriber number please
C,NA,NA,sure my name is emanuel and my subscriber nember is 12340999
A,Engagement,Positive,ok sir thanks let's see what we can do with your router what seems to be the problem sir?
C,NA,NA,ok i want to know how a router works since i'm not very handy with technology sir
A,Engagement,Positive,well thats a good question sir a router basically forwards data packets between computer networks
A,Problem Investigation,Positive,ok let me see here on my system to understand what is your problem uh sir this is weird it says here that you have a hiporonary ccp router and it doesn't really require a configuration process to install have you recently update it's software?
C,NA,NA,yes i had the latest version of it
A,Problem Resolution,Positive,ok lets try something new ok there is a blue hiporonary icon shown on the task bar please click on it
C,NA,NA,ok let me do that
A,Account Verification,Positive,ok now could you kindly tell me your router's product number please?
C,NA,NA,ok i can see here is 125AU59TB
A,Account Verification,Positive,ok let me verify it on my system and i'll try to set it up remotely
A,Problem Resolution,Positive,i can see here that is shows successful connection
C,NA,NA,uh sir its working thank you so much
A,Closure,Positive,you are welcome sir have a nice day 
A,Greetings,Positive,thank you for calling hipronary tech support this is john how could i be of help you today
C,NA,NA,hello my name is emanuel springer and my 8 digit subscriber number is 12340909
A,Engagement,Positive,ok please let me know what can i do for you
C,NA,NA,see i called a couple of days ago to report an issue i was facing with my router and now im experiencing internet connection issue again
A,Engagement,Positive,i'm pretty sure we'll be able to resolve this matter once and for all
A,Problem Investigation,Positive,ok did you try by rebooting the router
C,NA,NA,yeah that was the first thing i did
A,Problem Resolution,Positive,ok now please type this URL address in your browser http://hiporonaryrouter.local
C,NA,NA,ok done
A,Problem Resolution,Positive,now click advanced setting
C,NA,NA,i jusr did sir
A,Problem Resolution,Positive,now click wifi channel box and select auto channel and click save
C,NA,NA,done sir
A,Problem Resolution,Positive,now let's check it if you have a internet connection or not
C,NA,NA,oh yes it's working now i appreciate your help
A,Closure,Positive,your welcome mr.springer have a nice day.
A,Greetings,Positive,thank you for calling technical support my name is harold how can i help you
C,NA,NA,hello harold my printer is not working
A,Engagement,Positive,i'm sorry to hear that your printer is not working let me go and check what's the problem and let us  fix it together
A,Account Verification,Positive,before we start may i please have your name and your best call back number incase the call got disconnected
C,NA,NA,sure it's mike and my number is 912345678
A,Account Verification,Positive,thank you may i also have the model of your printer? it's located in front of your printer at the lower right
C,NA,NA,found it it's WF250
A,Problem Investigation,Positive,thank you and just to clarify when you said the printer is not working do you mean it's not turning on?do you see any error message or you can't print from your computer
C,NA,NA,i can't print from my computer
A,Problem Investigation,Positive,ok to make sure this is not a printer problem we will do a copy test you have to photocopy any document and sure it's colored if the output is prefect that means the printer is good
C,NA,NA,ok the copy went prefectly fine
A,Problem Resolution,Positive,great that means there's no problem on the printer we can now proceed in chechking your connection first let's reboot your modem
C,NA,NA,done
A,Engagement,Positive,ok now can you please try printing
C,NA,NA,it's successfully connected oh wait it's printing now thank you for all of your help
A,Closure,Positive,you're welcome is there anything else that i can help you with for today mike?
C,NA,NA,no you did wonderful
A,Closure,Positive,again this is harold thank you for calling tech support you have a wonderful day
A,Greetings,Positive,good evening ??? depeartment this is alex how can i help you
C,NA,NA,hey yeah i'm in a problem 104 in the first floor i'm calling to compalin about my neighbors
A,Problem Investigation,Positive,ok what seems to be a problem sir
C,NA,NA,oh i just got my newborn baby to sleep and they are being loud
A,Problem Resolution,Positive,ok i'm very sorry about that just let em take down your contact information and i'll contact the lamdlord right away to get this all straightened out
C,NA,NA,ok my name is jeff matthews
A,Account Verification,Positive,ok mr.matthews can i have the best number you can be reached out and also your apartment number
C,NA,NA,sure it's 6102671431 department 104 in the first floor
A,Problem Resolution,Positive,ok mr. matthews i'm gonna pass this information on to the landlord right away and he'll be contacting you shortly
A,Closure,Positive,is there anything else i can help you with today
C,NA,NA,no that's all thank you
A,Closure,Positive,thank you have a great night
A,Greetings,Positive,good afternoon welcome to elkins builders
C,NA,NA,hi i'm Cole speak to someone about building a house and a property I'm looking to purchase
A,Account Verification,Positive,ok great let me get your name what's your first name please
C,NA,NA,jerry 
A,Account Verification,Positive,and you're last name
A,Account Verification,Positive,thank you and may i have your call back number
C,NA,NA,10284563
A,Engagement,Positive,that's 10284563?
C,NA,NA,yes
A,Engagement,Positive,and where is the property that you're looking for an estimate on  it's in Westchester I haven't purchased the land yet I'd like to see if I could get an estimate or haven't take a look at it before before I do
A,Engagement,Positive,okay no problem is it a good time to reach you with this number or is that an anytime
C,NA,NA,that's my cell phone if they could call me back today that would be great
A,Problem Resolution,Positive,okay no problem I'll pass your message along and somebody should be getting back to you this afternoon
C,NA,NA,great thank you so much
A,Closure,Positive,you're welcome and thank you for calling elkins builders
A,Greetings,Positive,ABC plumbing and heating this is Betty how can i help you today 
C,NA,NA,hi Betty I'm having a problem with my sewer drain 
A,Engagement,Positive,oh I'm so sorry to hear that sir would you like me to get a hold of the plumber for you 
C,NA,NA,do you know how much is going to cost
A,Problem Resolution,Positive,unfortunately I wouldn't be able to quote prices but I can get a hold of someone who would be able to give you a better idea I'm getting them back up throughout the entire house are you a client of ABC
C,NA,NA,i did use them before they were put in my garbage disposal but nothing major like this
A,Account Verification,Positive,okay let me get your name and number and I can patch you right through to the plumber your name sir
C,NA,NA,mike berry
A,Account Verification,Positive,ok and your call back number
C,NA,NA,that's 6102683292 do you call me right back
A,Problem Resolution,Positive,actually mr. berry I'm going to call him right now and patch you directly through to the plumber 
A,Engagement,Positive,would you stay on the line for a moment
C,NA,NA,oh sure awesome thank you
A,Closure,Positive,you are welcome bye
A,Greetings,Positive,hi this is Stella at Cline Dale University what can I do for you today 
C,NA,NA,alright my name is Brian I'm calling asked a couple questions about your online courses tour
A,Engagement,Positive,no problem Brian what did you need to know
C,NA,NA,I'm currently working at an auto shop part-time and was wondering whether or not the online classes would be flexible around my work schedule
A,Problem Resolution,Positive,they are indeed the only classes that we offer are centered around you and your schedule whenever you find the time to settle down and check out the classes completely up to you
C,NA,NA,how cool is there a lot of homework
A,Problem Resolution,Positive,problem for the classes the way that the online classes at Cline del university usually operate are with a homework assignment - every week or so sometimes a paper other times the PowerPoint presentation it really depends on the course and also the instructor
C,NA,NA,ok great is there any way you can get started right away or do you just feel like certain semesters
A,Account Verification,Positive,sure bill couch is in charge of the over the phone application process if you could just give me your name and phone number I can pass you right through to him
C,NA,NA,it's brain charter
A,Account Verification,Positive,and i also need your phone number brian
C,NA,NA,6102651715
A,Problem Resolution,Positive,all right you are good to go if I can put you on hold for just a moment I'll get bill on the other line and transfer you right to him is that okay 
C,NA,NA,perfect thank you
A,Greetings,Positive,sure thank you bye bye
A,Greetings,Positive,green lawns this is Alex can I help you
C,NA,NA,hi Alison Zach Jones on the client of yours I'd like to offer two of my neighbors to sign up for your lawn services
A,Account Verification,Positive,sure that's great can I have their names and phone numbers please mr. Jones
C,NA,NA,sure the first neighbors name is Larry fields fi eld s and his telephone number is six ten to sixty five one seven one four
A,NA,NA,okay great I have Larry fields I'm going to spell it back to you la rry f IE LDS at six one zero two six five one seven one four 
C,NA,NA,correct and the other neighbor the second one his name is palm bridges that spelledBri D GES and he has a very similar number at six one zero two six five one seven one five
A,NA,NA,ok great I have Tom bridges t om d RI d GES at six one zero two six five one seven one five
C,NA,NA,correct am i understanding there's some sort of customer appreciation program where if I were for people to use your lawn care I get something 
A,Problem Resolution,Positive,yes you're correct you receive one free month of lawn services for each person you refer to us so since you referred to people you'll receive two free months of service once they sign up with green lawns
C,NA,NA,oh great excellent
A,Account Verification,Positive,is your email still Z Jones at gmail.com
A,Problem Resolution,Positive,just to send confirmation of this conversation and also as soon as your neighbors sign up with green lawns I can send you your vouchers to that email 
C,NA,NA,oh thank you so much
A,Closure,Positive,great have nice day
A,Greetings,Positive,good afternoon Mountain security services
C,NA,NA,hi I'm having a security system issue installed in my house 
A,Engagement,Positive,let me get your information and I'll have a security specialist give you a call and discuss your needs
A,Account Verification,Positive,first could I have your name sir
C,NA,NA,it's Brad sagan 
A,Account Verification,Positive,and a number where you can be reached
C,NA,NA,six one zero two sixty five one seven one five 
A,Account Verification,Positive,and could I get the address of where you would like the security system installed
C,NA,NA,sure it's 800 North Henderson Road in King of Prussia
A,Account Verification,Positive,and your zip code please
C,NA,NA,406
A,Problem Resolution,Positive,Thank You mr. sagen a security specialist will be calling you momentarily 
A,Closure,Positive,is there anything else that I can do for you today
C,NA,NA,no i appreciate your help thank you
A,Closure,Positive,ok thank you have a great day
A,Greetings,Positive,reason limited this is gina may i help you today
C,NA,NA,yeah hi I'm waiting for my limo to show up it's about 30 minutes late already
A,Problem Investigation,Positive,oh I'm so sorry about that if you could give me the pick up time and location we can get this settled for you
C,NA,NA,my daughter's going our senior prom they're already half an hour late I need to speak to someone
A,Problem Investigation,Positive, I totally understand and we're truly sorry I'll have someone there as soon as possible what time was the pickup
C,NA,NA,six o'clock
A,Problem Investigation,NA,ok and the location
C,NA,NA,800 North Henderson Road 
A,Problem Investigation,NA,and the town and zip code please 
C,NA,NA,king of Prussia 1/9 406 
A,Problem Resolution,Positive,okay if you don't mind staying on the line for just a moment Drake is scheduled as your driver I'm going to give him the call and I'll find out his whereabouts
C,NA,NA,okay this better not take long
A,NA,NA,just a minute please
A,Problem Resolution,Positive,I spoke with Drake he will be there in five minutes
C,NA,NA,he's supposed to be here half an hour ago if he doesn't show up in five minutes
A,Engagement,Positive,he was stuck in traffic but he is now on First Avenue and King of Prussia and nwill be there momentarily 
C,NA,NA,all right
A,Engagement,Positive,and I'm so sorry about the delay
C,NA,NA,thanks for your help
A,Closure,NA,you're welcome goodbye
A,Greetings,Positive,parker scarves how may i help you
C,NA,NA,i bought a scarf online for my wife and it turns out they shipped the wrong color 
A,Engagement,Positive,oh I am so sorry sir
C,NA,NA,got it for birthday which is tonight and now I'm not a hundred percent sure what I need to do
A,Problem Investigation,Positive,okay letme see if I can help you do you have the item number of the parker scarf
C,NA,NA,uh i don't think so it's called a New Yorker I think
A,Problem Investigation,Positive,excellent okay what color did you want the New Yorker
C,NA,NA,blue the one was shipped was light blue i wanted it the darker one
A,Problem Investigation,Positive,did you want navy blue or royal blue 
C,NA,NA,what's the difference there
A,Engagement,Positive,um the royal blue is a bit brighter
C,NA,NA,that's the one i want
A,Account Verification,Positive,okay what zip code are you located in
C,NA,NA,19046
A,Problem Resolution,Positive,hey it appears that we do not I'm sorry that we do have that item in stock at Karen's boutique at the hunter mall is that close by it
C,NA,NA,is it's right by my office
A,Account Verification,Positive,okay what is your name sir
C,NA,NA,Charlie Johnson
A,Problem Investigation,Positive,mr. Johnson do you have the Parker scarf in light blue with you now
C,NA,NA,I do they shipped it to my office it just came in not that long ago
A,Problem Resolution,Positive,okay what I will do is make arrangements with karyn's to take for you to exchange the parker scarf at no additional cost and in addition i was able to look up your order in our system and i'm going to send out a special gift to you to make up for the inconvenience
C,NA,NA,Oh excellent thank you so much
A,Closure,Positive,you're welcome and thank you for calling Parker scarf and I hope your wife enjoys your birthday gift
